case_id,state,district_type,project_type,case_opened_date,snapshot_date,land_area_hectares,land_type,affected_owner_count,is_multi_village,has_title_dispute,has_court_case,has_objection,compensation_estimate_inr_lakh,compensation_funding_available,notification_stage,days_since_case_opened,land_notified_percent,award_completed_percent,compensation_disbursed_percent,possession_completed_percent,delay_label,delay_risk,delay_probability,actual_delay_days
SYN-LA-01177,Maharashtra,Rural,Railway,2020-09-21,2022-03-02,0.52,Agricultural,3,0,0,1,1,43.92,1,3A issued,527,54.3,30.2,11.7,0,0,Medium,0.613,0
SYN-LA-01178,Rajasthan,Rural,National Highway,2024-06-24,2024-09-07,1.33,Agricultural,8,1,0,0,0,51.0,0,Pre-notification,75,0,0,0,0,1,Low,0.345,126
SYN-LA-01179,Haryana,Urban,Railway,2023-02-22,2023-05-28,1.08,Residential,11,0,0,0,0,104.16,0,Pre-notification,95,0,0,0,0,1,Low,0.338,207
SYN-LA-01180,West Bengal,Urban,State Highway,2019-02-21,2020-05-22,5.96,Agricultural,9,0,0,0,0,284.0,1,3D issued,456,75.2,60.0,29.8,22.2,0,Medium,0.407,0
SYN-LA-01181,Karnataka,Semi-urban,National Highway,2018-08-06,2019-03-19,2.43,Forest,3,1,0,0,0,105.83,1,3A issued,225,40.9,32.6,3.4,0,1,Low,0.317,162
SYN-LA-01182,Uttar Pradesh,Urban,State Highway,2022-11-28,2023-09-04,3.89,Agricultural,2,0,0,0,0,105.14,1,3D issued,280,76.5,62.8,42.0,34.0,1,Low,0.209,140
SYN-LA-01183,Karnataka,Rural,State Highway,2023-11-19,2024-08-09,6.5,Agricultural,10,1,0,0,0,663.85,1,3D issued,264,69.6,55.3,42.1,35.7,0,Low,0.322,0
SYN-LA-01184,Punjab,Urban,National Highway,2022-08-09,2024-03-15,2.61,Forest,6,1,0,0,1,131.19,1,3D issued,584,93.6,71.1,49.0,38.4,1,Medium,0.536,192
SYN-LA-01185,West Bengal,Urban,National Highway,2024-05-15,2025-09-14,3.28,Agricultural,17,0,0,0,0,131.88,1,3G award,487,96.2,83.8,52.0,46.6,0,Low,0.317,0
SYN-LA-01186,Haryana,Semi-urban,National Highway,2020-05-12,2022-02-03,1.46,Agricultural,3,0,0,0,0,42.09,1,3G award,632,100,78.9,67.9,64.9,0,Low,0.135,0
SYN-LA-01187,Odisha,Semi-urban,National Highway,2021-11-25,2022-07-26,2.28,Agricultural,10,1,0,0,0,182.96,0,3A issued,243,31.6,14.0,0,0,1,Medium,0.456,202
SYN-LA-01188,West Bengal,Rural,Railway,2023-12-30,2025-05-27,0.75,Agricultural,36,1,0,0,1,22.56,1,3D issued,514,73.0,46.7,14.7,10.3,1,High,0.677,236
SYN-LA-01189,Chhattisgarh,Urban,Urban Infrastructure,2024-02-21,2024-12-28,1.42,Residential,9,1,0,0,0,63.38,1,3D issued,311,90.5,71.0,63.3,56.3,0,Low,0.2,0
SYN-LA-01190,Uttar Pradesh,Semi-urban,Railway,2024-01-31,2024-06-27,1.99,Agricultural,27,1,1,0,0,206.19,0,Pre-notification,148,6.3,0,0,0,1,High,0.753,302
SYN-LA-01191,Rajasthan,Semi-urban,Urban Infrastructure,2024-10-26,2026-03-11,2.34,Agricultural,11,0,0,0,0,216.73,1,3G award,501,100,100,95.9,91.1,0,Low,0.121,0
SYN-LA-01192,Madhya Pradesh,Urban,Industrial Corridor,2022-10-27,2024-04-10,8.83,Residential,7,1,0,0,0,724.63,0,3D issued,531,86.4,62.2,13.5,4.9,1,High,0.768,220
SYN-LA-01193,Karnataka,Rural,National Highway,2024-07-19,2025-03-21,0.9,Residential,8,1,0,0,0,31.89,1,3D issued,245,81.5,49.2,23.5,8.0,0,Low,0.225,0
SYN-LA-01194,Uttar Pradesh,Urban,National Highway,2022-12-25,2023-12-03,6.66,Residential,3,1,0,0,0,317.05,1,3D issued,343,63.5,47.1,46.0,31.7,0,Medium,0.389,0
SYN-LA-01195,Madhya Pradesh,Rural,Railway,2023-12-16,2025-06-08,1.63,Agricultural,6,0,0,0,0,74.18,1,3G award,540,99.2,81.8,75.6,73.9,0,Low,0.121,0
SYN-LA-01196,Haryana,Rural,Urban Infrastructure,2021-05-11,2021-11-06,6.55,Agricultural,8,1,0,0,0,167.58,0,3A issued,179,33.6,17.8,0,0,1,Medium,0.551,89
SYN-LA-01197,Haryana,Rural,Industrial Corridor,2020-10-07,2020-12-03,6.85,Agricultural,14,1,0,0,0,655.52,1,Pre-notification,57,0,0,0,0,0,Medium,0.414,0
SYN-LA-01198,Haryana,Urban,National Highway,2019-08-15,2021-05-05,10.87,Forest,9,1,0,0,0,1104.32,1,3G award,629,100,97.4,83.2,76.0,1,Medium,0.605,204
SYN-LA-01199,Punjab,Urban,National Highway,2022-01-02,2022-06-23,1.04,Forest,58,1,1,0,0,21.81,1,Pre-notification,172,10.8,0,0,0,1,High,0.842,312
SYN-LA-01200,Chhattisgarh,Rural,Urban Infrastructure,2019-07-27,2019-11-05,2.39,Agricultural,10,0,0,0,0,142.65,1,3A issued,101,16.8,8.8,0,0,0,Low,0.212,0
SYN-LA-01201,Uttar Pradesh,Semi-urban,National Highway,2022-12-01,2023-12-31,6.45,Commercial,7,1,0,0,1,910.21,1,3A issued,395,36.6,26.9,0,0,1,Medium,0.623,257
SYN-LA-01202,Rajasthan,Rural,Urban Infrastructure,2022-07-30,2022-12-31,6.19,Agricultural,16,1,0,0,1,260.64,0,Pre-notification,154,11.1,0,0,0,1,High,0.731,252
SYN-LA-01203,Punjab,Semi-urban,Urban Infrastructure,2023-08-20,2024-10-03,3.96,Forest,9,0,0,0,0,251.16,1,3D issued,410,64.8,48.8,27.2,6.0,0,Medium,0.378,0
SYN-LA-01204,Rajasthan,Semi-urban,Industrial Corridor,2023-05-13,2023-11-16,1.9,Agricultural,9,0,0,0,0,97.92,0,Pre-notification,187,0,0,0,0,0,Low,0.334,0
SYN-LA-01205,Maharashtra,Rural,Railway,2020-03-29,2020-07-08,1.96,Forest,10,0,0,1,0,65.45,1,Pre-notification,101,2.7,2.7,0.1,0,0,Medium,0.514,0
SYN-LA-01206,Punjab,Rural,Industrial Corridor,2019-09-08,2020-08-02,4.39,Commercial,13,0,0,0,0,320.57,1,3D issued,329,74.9,44.2,20.8,4.5,1,Low,0.321,147
SYN-LA-01207,Haryana,Rural,State Highway,2020-07-01,2022-03-13,10.53,Agricultural,9,1,0,0,0,620.18,1,3G award,620,100,100,82.5,63.5,0,Medium,0.488,0
SYN-LA-01208,West Bengal,Semi-urban,Urban Infrastructure,2020-04-21,2020-12-09,1.05,Agricultural,6,1,0,0,0,45.92,1,Pre-notification,232,10.6,10.6,0,0,0,Low,0.249,0
SYN-LA-01209,West Bengal,Rural,Industrial Corridor,2021-06-17,2022-01-17,3.94,Agricultural,4,0,0,0,0,278.09,0,3A issued,214,30.0,30.0,7.7,0,1,Medium,0.376,120
SYN-LA-01210,Madhya Pradesh,Semi-urban,Industrial Corridor,2024-03-02,2024-07-26,3.01,Forest,19,0,0,0,1,56.46,1,Pre-notification,146,6.2,6.2,0,0,1,Medium,0.504,263
SYN-LA-01211,Punjab,Rural,State Highway,2018-10-05,2019-07-16,1.53,Agricultural,17,1,0,0,0,110.73,1,3D issued,284,72.7,59.5,32.1,28.4,1,Low,0.253,206
SYN-LA-01212,Maharashtra,Rural,State Highway,2022-08-15,2023-02-26,1.0,Commercial,3,1,0,0,0,137.45,1,3A issued,195,36.1,19.1,0,0,1,Low,0.21,162
SYN-LA-01213,West Bengal,Semi-urban,Railway,2020-10-17,2021-04-01,2.82,Agricultural,2,0,0,0,0,276.64,1,Pre-notification,166,14.0,0,0,0,0,Low,0.194,0
SYN-LA-01214,Chhattisgarh,Semi-urban,Urban Infrastructure,2020-03-16,2021-02-18,3.64,Residential,4,0,0,0,0,167.99,1,3A issued,339,51.5,32.9,6.5,0,1,Low,0.271,41
SYN-LA-01215,Karnataka,Rural,National Highway,2024-10-12,2025-10-29,16.35,Residential,5,1,0,0,0,898.51,1,3A issued,382,49.7,43.4,14.7,0,1,High,0.757,208
SYN-LA-01216,Karnataka,Rural,Urban Infrastructure,2022-11-23,2023-11-24,2.73,Agricultural,7,0,0,0,0,119.14,1,3D issued,366,88.2,65.4,38.1,21.1,1,Low,0.206,81
SYN-LA-01217,West Bengal,Semi-urban,Industrial Corridor,2022-07-10,2023-06-16,1.94,Agricultural,3,0,0,0,0,47.84,1,3D issued,341,91.9,65.1,46.8,40.6,0,Low,0.139,0
SYN-LA-01218,Punjab,Urban,Industrial Corridor,2018-02-05,2019-01-05,2.42,Agricultural,13,0,0,0,0,188.72,1,3A issued,334,53.2,39.2,17.3,12.2,0,Low,0.292,0
SYN-LA-01219,Karnataka,Urban,Industrial Corridor,2024-12-01,2026-04-29,2.11,Agricultural,27,1,1,0,1,41.46,1,3A issued,514,44.8,35.4,5.0,0,1,High,0.853,235
SYN-LA-01220,Punjab,Rural,National Highway,2021-04-22,2023-01-09,0.42,Forest,5,0,0,0,1,15.14,1,3G award,627,100,89.8,82.2,66.0,1,Low,0.252,67
SYN-LA-01221,Chhattisgarh,Urban,State Highway,2018-09-15,2020-03-27,1.43,Forest,6,0,0,0,0,116.22,1,3G award,559,100,97.6,68.6,63.1,1,Low,0.232,119
SYN-LA-01222,Madhya Pradesh,Urban,Industrial Corridor,2023-03-31,2024-08-20,3.76,Agricultural,6,1,0,0,0,102.66,1,3G award,508,95.6,89.9,72.4,57.6,0,Low,0.281,0
SYN-LA-01223,Rajasthan,Urban,Railway,2024-04-04,2024-11-23,3.13,Agricultural,6,0,0,0,0,301.61,1,3D issued,233,71.9,67.2,62.5,61.5,0,Low,0.143,0
SYN-LA-01224,Chhattisgarh,Urban,National Highway,2019-10-11,2020-08-23,1.14,Agricultural,14,0,0,0,0,27.63,1,3D issued,317,60.7,53.3,43.6,33.0,0,Low,0.223,0
SYN-LA-01225,Rajasthan,Urban,Railway,2023-05-24,2023-09-01,19.07,Agricultural,4,1,0,0,0,417.32,1,3A issued,100,38.3,19.0,10.4,0,0,High,0.796,0
SYN-LA-01226,Chhattisgarh,Rural,Urban Infrastructure,2020-05-17,2020-11-19,4.9,Commercial,7,0,1,0,0,614.87,1,3A issued,186,32.0,19.7,0,0,0,Medium,0.478,0
SYN-LA-01227,Odisha,Rural,National Highway,2023-04-16,2024-02-27,2.04,Residential,80,1,0,0,0,66.95,1,3D issued,317,76.1,65.1,40.6,35.8,0,Medium,0.545,0
SYN-LA-01228,Odisha,Urban,National Highway,2018-02-09,2019-10-13,4.16,Agricultural,10,1,1,1,0,252.68,1,3A issued,611,49.1,49.1,23.3,0,1,High,0.903,260
SYN-LA-01229,Uttar Pradesh,Rural,National Highway,2019-07-06,2020-03-04,7.85,Residential,10,1,0,1,0,128.68,1,3A issued,242,16.3,16.3,0,0,1,High,0.756,182
SYN-LA-01230,Haryana,Rural,National Highway,2024-09-28,2026-06-15,3.52,Agricultural,6,0,0,0,0,301.8,1,3G award,625,100,98.0,91.6,85.8,0,Low,0.145,0
SYN-LA-01231,West Bengal,Rural,National Highway,2018-12-13,2019-05-27,5.72,Agricultural,14,0,0,0,0,357.73,0,Pre-notification,165,0,0,0,0,1,Medium,0.505,252
SYN-LA-01232,Madhya Pradesh,Urban,Industrial Corridor,2024-02-27,2025-04-02,10.6,Forest,3,1,1,1,0,939.1,1,3A issued,400,19.2,7.5,0,0,0,High,0.947,0
SYN-LA-01233,Karnataka,Urban,Railway,2021-09-02,2022-02-04,1.75,Agricultural,15,1,0,0,1,45.36,1,3A issued,155,26.9,18.9,9.5,0,1,Medium,0.476,175
SYN-LA-01234,Rajasthan,Semi-urban,Urban Infrastructure,2024-09-29,2026-03-11,1.85,Agricultural,6,1,0,0,0,93.65,1,3D issued,528,100,63.6,56.9,36.5,1,Low,0.252,98
SYN-LA-01235,Madhya Pradesh,Rural,Urban Infrastructure,2020-05-17,2021-12-06,1.21,Residential,18,1,0,0,0,95.79,1,3G award,568,100,90.3,67.0,55.5,0,Low,0.27,0
SYN-LA-01236,Chhattisgarh,Rural,Railway,2021-10-14,2022-05-05,2.23,Agricultural,7,0,0,0,0,96.62,1,3A issued,203,51.7,33.6,15.5,2.1,0,Low,0.211,0
SYN-LA-01237,Odisha,Rural,State Highway,2021-06-27,2021-11-08,4.36,Agricultural,7,0,0,0,0,175.08,1,3A issued,134,18.3,18.3,0,0,0,Low,0.249,0
SYN-LA-01238,Punjab,Urban,Urban Infrastructure,2021-01-10,2021-08-10,1.01,Agricultural,15,1,0,0,0,76.16,1,3A issued,212,54.1,33.6,33.2,28.1,0,Low,0.252,0
SYN-LA-01239,Uttar Pradesh,Urban,State Highway,2024-12-18,2025-09-12,2.06,Agricultural,4,0,0,0,0,90.87,0,Pre-notification,268,4.3,4.3,0,0,0,Medium,0.392,0
SYN-LA-01240,Chhattisgarh,Urban,Railway,2020-09-19,2021-09-13,2.46,Agricultural,5,0,0,0,1,230.17,1,3A issued,359,52.6,43.4,33.3,22.0,0,Medium,0.354,0
SYN-LA-01241,Karnataka,Rural,Urban Infrastructure,2019-09-30,2021-07-23,0.94,Agricultural,8,0,0,0,0,25.41,1,3G award,662,100,90.3,85.4,67.1,0,Low,0.146,0
SYN-LA-01242,Odisha,Urban,Railway,2019-08-22,2020-03-12,2.19,Agricultural,3,0,0,1,0,201.39,0,Pre-notification,203,5.7,5.0,0,0,1,Medium,0.631,165
SYN-LA-01243,Odisha,Semi-urban,Railway,2024-03-26,2025-01-08,2.77,Agricultural,12,1,0,0,0,131.23,1,3A issued,288,25.9,25.9,20.8,13.1,0,Low,0.316,0
SYN-LA-01244,Maharashtra,Semi-urban,Industrial Corridor,2021-06-26,2022-01-06,20.74,Agricultural,7,1,0,0,0,1269.73,0,Pre-notification,194,2.2,2.2,0,0,1,High,0.891,312
SYN-LA-01245,Uttar Pradesh,Rural,Urban Infrastructure,2023-10-23,2025-06-17,1.83,Agricultural,6,0,0,0,1,123.62,0,3D issued,603,71.6,63.1,26.6,1.9,1,Medium,0.597,309
SYN-LA-01246,Chhattisgarh,Semi-urban,Railway,2022-02-14,2023-10-06,1.25,Commercial,23,1,0,0,1,95.25,1,3G award,599,80.5,78.8,54.2,48.1,0,Medium,0.486,0
SYN-LA-01247,Maharashtra,Urban,Industrial Corridor,2019-10-05,2021-01-15,3.62,Forest,5,0,0,0,0,106.95,0,3A issued,468,57.5,29.4,7.3,0,1,Medium,0.6,232
SYN-LA-01248,West Bengal,Semi-urban,Railway,2020-04-02,2020-10-23,2.47,Forest,11,0,0,0,0,53.42,1,Pre-notification,204,13.6,13.6,3.2,0,0,Low,0.32,0
SYN-LA-01249,Punjab,Semi-urban,Urban Infrastructure,2024-08-14,2025-03-07,0.32,Agricultural,16,0,0,0,1,33.29,1,3A issued,205,25.4,18.5,0,0,0,Low,0.315,0
SYN-LA-01250,Chhattisgarh,Urban,Urban Infrastructure,2021-12-12,2022-09-08,1.82,Agricultural,14,0,0,0,0,93.93,1,3D issued,270,85.8,59.6,44.1,35.9,0,Low,0.22,0
SYN-LA-01251,West Bengal,Semi-urban,Industrial Corridor,2019-09-24,2020-02-03,3.78,Agricultural,8,1,0,0,1,228.88,1,Pre-notification,132,2.5,0,0,0,0,Medium,0.44,0
SYN-LA-01252,West Bengal,Urban,Urban Infrastructure,2018-08-23,2019-01-20,1.99,Commercial,9,0,0,0,0,340.12,1,3A issued,150,38.5,13.6,0,0,0,Low,0.253,0
SYN-LA-01253,Madhya Pradesh,Semi-urban,Industrial Corridor,2024-11-11,2024-12-19,0.86,Agricultural,12,0,0,0,0,61.23,1,3A issued,38,15.9,7.9,0,0,0,Low,0.168,0
SYN-LA-01254,Uttar Pradesh,Rural,National Highway,2019-03-01,2021-02-18,4.21,Agricultural,10,0,0,0,0,199.11,1,3G award,720,100,95.3,76.8,59.5,1,Low,0.28,195
SYN-LA-01255,Maharashtra,Semi-urban,Urban Infrastructure,2021-04-24,2021-09-18,11.29,Residential,2,1,0,0,0,252.61,1,3D issued,147,63.6,52.5,43.3,34.0,0,Medium,0.386,0
SYN-LA-01256,Uttar Pradesh,Urban,Urban Infrastructure,2021-11-18,2022-08-25,0.49,Agricultural,3,1,0,0,0,40.48,1,3D issued,280,62.9,32.5,2.0,1.8,1,Low,0.271,91
SYN-LA-01257,Haryana,Urban,Urban Infrastructure,2019-03-06,2019-04-21,5.91,Agricultural,10,0,0,0,0,380.97,1,3A issued,46,27.1,9.8,0,0,1,Low,0.327,159
SYN-LA-01258,Haryana,Rural,State Highway,2023-03-31,2024-05-26,0.99,Agricultural,4,0,0,0,0,82.28,1,3D issued,422,75.4,62.4,30.7,15.3,0,Low,0.181,0
SYN-LA-01259,Chhattisgarh,Semi-urban,Industrial Corridor,2023-01-12,2024-10-20,2.52,Agricultural,18,1,0,0,1,130.78,1,3G award,647,97.4,85.0,56.5,43.9,1,Medium,0.52,190
SYN-LA-01260,Haryana,Urban,National Highway,2018-02-26,2018-04-26,3.86,Residential,8,0,1,1,0,163.07,1,Pre-notification,59,0,0,0,0,1,High,0.713,268
SYN-LA-01261,Uttar Pradesh,Rural,Railway,2024-10-06,2026-02-16,0.9,Residential,4,0,0,0,0,56.81,1,3G award,498,99.5,77.4,57.7,39.6,0,Low,0.158,0
SYN-LA-01262,Punjab,Semi-urban,National Highway,2023-11-14,2025-10-25,2.67,Agricultural,17,0,0,0,1,253.77,0,3G award,711,100,84.6,47.7,44.9,1,Medium,0.583,272
SYN-LA-01263,Uttar Pradesh,Rural,National Highway,2022-04-25,2024-01-13,1.29,Agricultural,5,0,0,0,0,106.17,1,3G award,628,100,93.2,89.7,72.3,0,Low,0.137,0
SYN-LA-01264,Rajasthan,Semi-urban,Urban Infrastructure,2021-03-14,2021-11-11,5.53,Residential,14,0,0,0,1,423.55,1,3A issued,242,53.9,34.6,32.4,18.7,1,Medium,0.439,127
SYN-LA-01265,Uttar Pradesh,Urban,National Highway,2022-04-01,2023-11-05,5.61,Residential,6,0,0,0,0,459.82,1,3G award,583,100,89.5,71.0,51.3,0,Low,0.323,0
SYN-LA-01266,Karnataka,Urban,Industrial Corridor,2023-12-13,2024-11-09,1.98,Residential,23,1,0,0,1,98.33,1,3A issued,332,57.0,46.6,15.0,0,0,Medium,0.618,0
SYN-LA-01267,West Bengal,Semi-urban,Industrial Corridor,2022-04-23,2023-10-19,5.75,Agricultural,8,0,0,0,0,102.4,1,3G award,544,100,93.9,63.9,43.5,0,Low,0.3,0
SYN-LA-01268,Chhattisgarh,Semi-urban,Railway,2019-05-03,2020-04-18,0.69,Agricultural,8,1,0,0,0,65.19,1,3A issued,351,45.9,37.7,21.6,0.5,0,Low,0.284,0
SYN-LA-01269,Rajasthan,Urban,State Highway,2021-05-25,2023-01-04,1.96,Agricultural,7,1,0,0,0,53.08,1,3G award,589,100,92.5,66.3,62.7,0,Low,0.254,0
SYN-LA-01270,Punjab,Semi-urban,Railway,2024-07-02,2025-10-20,6.36,Residential,33,1,1,0,1,144.62,1,3D issued,475,60.4,60.4,40.1,20.3,0,High,0.877,0
SYN-LA-01271,West Bengal,Urban,State Highway,2018-07-01,2018-12-15,0.82,Agricultural,23,1,0,0,0,83.4,1,3A issued,167,26.3,19.1,8.9,0,0,Medium,0.401,0
SYN-LA-01272,West Bengal,Rural,Urban Infrastructure,2022-01-22,2022-04-06,14.69,Commercial,6,1,0,0,0,2295.0,1,Pre-notification,74,0,0,0,0,1,Medium,0.638,278
SYN-LA-01273,Chhattisgarh,Semi-urban,National Highway,2024-04-22,2025-09-13,6.17,Agricultural,7,1,0,0,1,550.89,1,3D issued,509,60.8,45.7,33.3,20.7,1,Medium,0.58,144
SYN-LA-01274,Haryana,Semi-urban,National Highway,2019-12-13,2020-08-07,1.36,Forest,8,0,0,0,0,133.47,1,3A issued,238,59.1,39.6,29.9,27.3,0,Low,0.195,0
SYN-LA-01275,Rajasthan,Semi-urban,Industrial Corridor,2020-10-04,2022-08-31,8.09,Agricultural,3,1,0,0,0,642.79,1,3G award,696,100,100,70.0,60.3,1,Medium,0.401,189
SYN-LA-01276,Haryana,Urban,National Highway,2020-09-01,2021-04-09,5.6,Agricultural,3,0,0,0,0,544.48,1,3D issued,220,81.0,47.7,26.1,3.2,0,Low,0.311,0
SYN-LA-01277,Maharashtra,Urban,Urban Infrastructure,2024-09-01,2025-08-25,4.25,Agricultural,8,0,0,0,0,96.91,1,3D issued,358,62.6,49.4,28.8,18.1,0,Low,0.312,0
SYN-LA-01278,Haryana,Urban,National Highway,2020-04-01,2022-02-10,27.06,Agricultural,2,1,0,0,0,1063.48,1,3G award,680,100,100,87.1,83.2,1,High,0.747,152
SYN-LA-01279,Odisha,Semi-urban,Urban Infrastructure,2018-08-03,2020-07-04,0.67,Forest,3,0,0,0,0,46.55,1,3G award,701,100,100,68.6,53.0,0,Low,0.214,0
SYN-LA-01280,Chhattisgarh,Rural,State Highway,2022-01-23,2022-07-08,1.88,Residential,14,0,0,0,0,107.3,1,3A issued,166,35.4,20.9,17.9,0,0,Low,0.241,0
SYN-LA-01281,Rajasthan,Semi-urban,State Highway,2024-02-27,2025-02-17,6.67,Forest,32,1,0,0,0,257.72,1,3D issued,356,79.7,59.2,55.0,32.2,0,High,0.656,0
SYN-LA-01282,Punjab,Semi-urban,Railway,2019-03-21,2020-02-02,1.95,Agricultural,2,1,0,0,1,185.36,1,3A issued,318,53.1,53.1,20.2,4.0,0,Medium,0.355,0
SYN-LA-01283,Karnataka,Rural,Urban Infrastructure,2021-01-26,2022-11-22,2.61,Agricultural,4,0,0,0,1,240.03,1,3G award,665,100,100,71.1,66.7,0,Low,0.25,0
SYN-LA-01284,Rajasthan,Semi-urban,Industrial Corridor,2024-11-10,2025-12-08,6.48,Agricultural,4,1,0,0,0,644.71,1,3D issued,393,89.6,72.3,62.1,57.6,1,Low,0.267,154
SYN-LA-01285,West Bengal,Rural,State Highway,2018-02-10,2018-09-16,7.09,Agricultural,4,1,0,0,0,484.1,1,3A issued,218,55.9,55.5,54.1,54.0,0,Low,0.249,0
SYN-LA-01286,Chhattisgarh,Rural,Industrial Corridor,2020-06-27,2021-12-27,1.52,Residential,15,0,0,0,1,155.71,1,3D issued,548,89.4,70.8,46.0,29.1,0,Medium,0.392,0
SYN-LA-01287,Odisha,Rural,State Highway,2024-03-15,2025-11-30,1.55,Forest,2,0,0,0,0,155.88,1,3G award,625,100,82.7,65.2,39.8,0,Low,0.242,0
SYN-LA-01288,Rajasthan,Semi-urban,State Highway,2019-05-01,2019-08-02,3.94,Agricultural,39,1,0,0,0,306.98,1,Pre-notification,93,4.3,0,0,0,0,Medium,0.554,0
SYN-LA-01289,Uttar Pradesh,Rural,State Highway,2019-04-10,2021-01-14,9.69,Agricultural,33,1,0,0,0,556.54,1,3G award,645,100,100,84.8,75.1,1,High,0.652,216
SYN-LA-01290,Rajasthan,Rural,Railway,2021-10-26,2023-06-12,7.8,Agricultural,10,1,0,1,0,529.66,1,3D issued,594,88.8,55.4,53.2,36.8,1,High,0.75,267
SYN-LA-01291,Rajasthan,Semi-urban,Industrial Corridor,2018-11-03,2020-08-21,4.89,Agricultural,23,1,1,0,0,252.35,1,3D issued,657,86.8,72.7,72.0,59.2,0,High,0.658,0
SYN-LA-01292,West Bengal,Urban,Railway,2021-01-02,2022-04-24,4.15,Agricultural,8,1,0,0,0,139.26,1,3D issued,477,71.1,52.8,52.2,31.0,1,Medium,0.395,163
SYN-LA-01293,Uttar Pradesh,Semi-urban,Railway,2019-11-30,2021-05-09,0.52,Agricultural,10,0,0,0,0,32.86,1,3G award,526,100,87.1,86.2,66.1,0,Low,0.137,0
SYN-LA-01294,West Bengal,Rural,Industrial Corridor,2019-03-15,2021-01-27,1.13,Residential,12,0,0,0,0,19.13,1,3G award,684,100,100,87.1,68.2,0,Low,0.184,0
SYN-LA-01295,Madhya Pradesh,Rural,Urban Infrastructure,2023-05-25,2024-10-14,1.57,Agricultural,50,1,0,0,1,83.26,1,3D issued,508,87.4,66.4,55.5,41.8,1,High,0.698,262
SYN-LA-01296,Punjab,Urban,Industrial Corridor,2019-08-06,2020-01-26,6.65,Agricultural,18,1,0,0,1,188.33,1,3A issued,173,28.7,14.2,0,0,1,High,0.668,170
SYN-LA-01297,Madhya Pradesh,Urban,National Highway,2022-10-15,2024-03-03,1.18,Agricultural,15,0,0,0,0,96.55,1,3D issued,505,95.6,66.7,61.8,43.3,0,Low,0.246,0
SYN-LA-01298,Uttar Pradesh,Rural,Railway,2019-07-17,2020-05-11,2.46,Agricultural,1,0,0,0,0,100.28,1,3D issued,299,95.4,59.0,49.5,38.0,0,Low,0.138,0
SYN-LA-01299,Chhattisgarh,Semi-urban,State Highway,2021-03-16,2021-07-13,24.92,Agricultural,17,1,0,0,0,2111.44,1,3A issued,119,37.2,37.2,19.8,15.7,0,High,0.823,0
SYN-LA-01300,Punjab,Urban,Railway,2024-07-07,2025-09-20,2.46,Forest,48,1,0,0,0,51.97,1,3G award,440,100,77.2,51.0,47.5,1,High,0.666,266
SYN-LA-01301,West Bengal,Urban,State Highway,2020-01-10,2021-05-30,0.32,Agricultural,8,0,0,0,0,32.94,0,3D issued,506,100,69.8,35.8,25.3,1,Medium,0.366,145
SYN-LA-01302,Haryana,Rural,State Highway,2019-11-30,2021-04-25,0.76,Agricultural,5,0,0,0,0,55.66,0,3D issued,512,91.5,73.1,44.0,36.6,1,Low,0.259,83
SYN-LA-01303,Karnataka,Semi-urban,State Highway,2020-02-26,2020-11-29,2.83,Residential,41,1,1,1,0,164.71,1,Pre-notification,277,9.5,3.0,0,0,1,High,0.91,343
SYN-LA-01304,Haryana,Urban,Industrial Corridor,2023-02-02,2024-06-24,2.0,Forest,17,0,0,0,1,105.5,1,3D issued,508,100,73.6,51.0,33.0,0,Medium,0.529,0
SYN-LA-01305,Rajasthan,Urban,Industrial Corridor,2024-06-15,2024-09-28,1.87,Residential,6,1,0,0,0,144.68,1,Pre-notification,105,8.4,6.3,1.2,0,1,Low,0.275,89
SYN-LA-01306,Punjab,Semi-urban,National Highway,2020-01-11,2021-01-26,11.62,Agricultural,20,1,0,0,1,922.02,1,3D issued,381,75.2,48.8,29.4,4.2,1,High,0.814,266
SYN-LA-01307,Karnataka,Semi-urban,Industrial Corridor,2020-12-01,2022-09-30,5.56,Forest,20,0,0,1,0,544.78,1,3G award,668,100,100,75.9,52.7,1,High,0.728,246
SYN-LA-01308,Uttar Pradesh,Rural,Railway,2019-01-20,2019-04-25,12.44,Residential,6,1,0,0,0,1050.08,0,Pre-notification,95,12.1,12.1,0,0,1,High,0.714,265
SYN-LA-01309,Chhattisgarh,Urban,Urban Infrastructure,2021-03-13,2022-07-16,1.42,Agricultural,19,1,0,0,1,54.63,0,3D issued,490,70.1,64.9,42.1,26.3,1,High,0.696,203
SYN-LA-01310,Maharashtra,Rural,State Highway,2021-06-21,2022-05-12,1.87,Commercial,9,0,0,0,0,322.29,1,3D issued,325,100,69.6,48.3,47.3,0,Low,0.143,0
SYN-LA-01311,Madhya Pradesh,Urban,Industrial Corridor,2023-11-25,2024-01-30,14.76,Commercial,6,1,0,0,0,1854.72,0,Pre-notification,66,0,0,0,0,1,High,0.797,279
SYN-LA-01312,Haryana,Semi-urban,Urban Infrastructure,2024-12-23,2025-08-12,3.16,Forest,11,0,0,0,0,162.15,1,3A issued,232,43.8,19.3,9.3,0,0,Low,0.335,0
SYN-LA-01313,Maharashtra,Semi-urban,Railway,2024-05-09,2025-06-27,34.32,Residential,18,1,0,0,0,664.35,1,3G award,414,100,93.5,78.9,71.3,1,High,0.767,240
SYN-LA-01314,Uttar Pradesh,Urban,Industrial Corridor,2023-02-02,2024-11-22,3.45,Agricultural,22,1,0,0,1,200.37,1,3G award,659,100,84.2,79.3,78.9,1,Medium,0.534,141
